City_ID,City,Country,Lat,Lon,Max Temp,Description,Hotel Name
56,Bandar-e anzali,IR,37.4727,49.4622,75.31,clear sky,هتل بیاچ
57,Manacapuru,BR,-3.2997,-60.6206,77.41,few clouds,Novo Hotel
58,Porto velho,BR,-8.7619,-63.9039,75.25,clear sky,Ecos Hotel Conforto
59,Bodrum,TR,37.0383,27.4292,78.73,clear sky,The Marmara Bodrum
60,Shimoda,JP,34.6667,138.95,89.1,clear sky,Shimoda Tokyu Hotel
61,Prainha,BR,-1.8,-53.48,75.31,scattered clouds,Casa Rocha
62,Birjand,IR,32.8663,59.2211,82.65,clear sky,Birjand Tourist Hotel
63,Manoel urbano,BR,-8.8389,-69.2597,77.04,scattered clouds,Baixada Beira Rio
64,Tukrah,LY,32.5341,20.5791,75.72,clear sky,Lagrota restaurant
65,La asuncion,VE,11.0333,-63.8628,80.33,clear sky,Colinas de Matasiete
66,Hollins,US,37.3413,-79.9431,79.45,clear sky,"Country Inn & Suites by Radisson, Roanoke, VA"
67,Hambantota,LK,6.1241,81.1185,82.74,few clouds,Bungalow 63
68,Casablanca,MA,33.5928,-7.6192,75.42,clear sky,فندق البيت المغربي كازبلانكا
69,Kenitra,MA,34.261,-6.5802,75.96,clear sky,Bienvenue chez vous
70,Boone,US,39.0334,-92.3335,86.25,clear sky,Cottonwoods RV Park
71,Balabac,PH,7.9868,117.0645,85.08,scattered clouds,Batalla’s Lodging House
72,Cartagena,CO,10.3997,-75.5144,82.02,scattered clouds,Hotel Colombia Real - Cartagena
73,Puerto cabello,VE,10.4731,-68.0125,79.2,few clouds,Las Palmeras
74,Butterworth,ZA,5.3991,100.3638,86.05,few clouds,Cititel Penang
75,Mitchell,US,43.7094,-98.0298,78.12,clear sky,Kelly Inn & Suites
76,Spearfish,US,44.4908,-103.8594,86.09,clear sky,Travelodge by Wyndham Spearfish
77,Calvia,ES,39.5657,2.5062,77.07,clear sky,Castell Son Claret
78,Watertown,US,42.3709,-71.1828,81.28,clear sky,16 Washburn Street Watertown MA
79,Cilegon,ID,-6.0174,106.0538,83.55,few clouds,Forbis Hotel
80,Santa marta,CO,11.2408,-74.199,80.65,scattered clouds,Hotel La Ballena Azul
81,Loule,PT,37.1377,-8.0197,80.31,clear sky,Loulé Jardim Hotel
82,Acarau,BR,-2.8856,-40.12,78.91,scattered clouds,castelo pizzaria
83,Jiazi,CN,22.8779,116.067,88.52,clear sky,Hotel Jin Hao
84,Westport,NZ,41.1415,-73.3579,80.19,clear sky,The Westport Inn
85,Alice springs,AU,-23.7,133.8833,76.55,clear sky,Desert Palms Alice Springs
86,Jieshi,CN,22.8134,115.8257,87.66,clear sky,Yuehai Hotel
87,Poso,ID,-1.3959,120.7524,87.26,scattered clouds,Hotel 77 Poso
88,Alyangula,AU,-13.8483,136.4192,75.2,few clouds,Groote Eylandt Lodge
89,Carolina,BR,18.3808,-65.9574,82.29,scattered clouds,Motel Fantasy Star
90,Long beach,US,33.767,-118.1892,79.83,clear sky,The Westin Long Beach
91,Jinchang,CN,38.4953,102.1739,82.9,clear sky,Mingshihui Jinchang International Hotel
92,Tupelo,US,34.2576,-88.7034,82.69,clear sky,"Hilton Garden Inn Tupelo, MS"
93,Zhangjiakou,CN,40.81,114.8794,77.72,clear sky,Shell Zhangjiakou City Qiaodong District Ginza Hotel
94,Zhangye,CN,38.9342,100.4517,83.77,clear sky,Zhangye Lvzhou Holiday Inn
95,Damghan,IR,36.1683,54.348,78.21,clear sky,خوابگاه اساتيد دانشگاه دامغان
96,Nola,CF,40.922,14.5329,79.21,clear sky,Palazzo Giordano Bruno
97,Davila,PH,18.4726,120.5763,86.61,clear sky,Blue Ridge Beach Resort
98,Nantucket,US,41.2835,-70.0995,78.91,mist,Jared Coffin House
99,Tupik,RU,54.4253,119.9327,75.83,scattered clouds,Guest House Orkhideya
100,Zogno,IT,45.7919,9.6562,78.12,clear sky,da Gianni Ristorante Hotel
101,Marigot,GP,18.0667,-63.0833,81.75,scattered clouds,"Sonesta Maho Beach Resort, Casino & Spa"
102,Dothan,US,31.2232,-85.3905,75.79,clear sky,Courtyard by Marriott Dothan
103,Denpasar,ID,-8.65,115.2167,82.06,few clouds,OYO 3156 Hotel Warta 2
104,Elizabeth city,US,36.2946,-76.2511,82.42,clear sky,Hampton Inn Elizabeth City
105,Ende,ID,-8.8432,121.6623,81.3,few clouds,Dwi Putra Hotel - Ende
106,Sukumo,JP,32.9333,132.7333,85.71,few clouds,Sukumojo
107,Havelock,US,34.8791,-76.9013,82.35,clear sky,Sherwood Motel
108,Road town,VG,18.4167,-64.6167,80.69,clear sky,"ZINGARA 76ft Catamaran, full crew-all included"
109,Grinnell,US,41.743,-92.7224,82.38,clear sky,"Country Inn & Suites by Radisson, Grinnell, IA"
110,Shanhetun,CN,44.7,127.2,78.49,scattered clouds,Xingle Guesthouse
111,Sterling,US,39.0062,-77.4286,84.27,scattered clouds,Hampton Inn & Suites Washington-Dulles International Airport
112,Shitanjing,CN,39.2342,106.3439,79.74,clear sky,Yingbin Hotel
113,Lipari,IT,38.4674,14.954,76.32,clear sky,Hotel Villa Augustus
114,Cairns,AU,-16.9167,145.7667,83.07,few clouds,Mantra Trilogy Cairns
115,Caucaia,BR,-3.7361,-38.6531,78.75,clear sky,M.O.S. Logística - Filial Fortaleza
116,Tucumcari,US,35.1717,-103.725,81.95,clear sky,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
117,Itarema,BR,-2.9248,-39.9167,78.96,few clouds,"Sea Lounge! Bar, Club & Restaurant"
118,George town,KY,5.4112,100.3354,87.73,few clouds,Cititel Penang
119,West bay,KY,19.3667,-81.4167,84.99,few clouds,Calypso Cove
120,Chipiona,ES,36.7366,-6.437,77.31,clear sky,Al Sur De Chipiona
121,San patricio,MX,28.017,-97.5169,84.83,clear sky,"Motel 6 Sinton, TX"
122,Muroto,JP,33.2833,134.15,79.54,scattered clouds,Oota Ryokan
123,Jiuquan,CN,39.7432,98.5174,87.37,clear sky,Jiuquan Hotel
124,Macomb,US,40.4592,-90.6718,78.84,clear sky,Hampton Inn Macomb
125,Albufeira,PT,37.0882,-8.2503,76.84,clear sky,Grande Real Santa Eulalia Resort & Hotel Spa
126,Forestville,CA,38.8451,-76.875,84.29,clear sky,Quality Inn Near Joint Base Andrews-Washington Area
127,Sampit,ID,-2.5333,112.95,84.97,scattered clouds,Aquarius Boutique Hotel Sampit
128,Montego bay,JM,18.4712,-77.9188,80.4,few clouds,Sunscape Splash Montego Bay
129,Georgetown,SH,5.4112,100.3354,87.73,few clouds,Cititel Penang
130,Cheyenne,US,41.14,-104.8203,84.34,clear sky,The Historic Plains Hotel & Restaurant
131,Nerchinskiy zavod,RU,51.3088,119.61,78.08,scattered clouds,Gostinitsa
132,Kashi,CN,39.4547,75.9797,88.81,clear sky,帕米尔青年旅舍
133,Poros,GR,37.4994,23.4536,79.32,clear sky,New Aegli Resort Hotel
134,Rock springs,US,41.5875,-109.2029,80.04,clear sky,Homewood Suites by Hilton Rock Springs
135,Buena vista,PY,43.4203,-83.8986,77.95,clear sky,Red Roof Inn Saginaw - Frankenmuth
136,Goderich,CA,43.7501,-81.7165,77.32,few clouds,Harmony Inn
137,Miami beach,US,25.7906,-80.1301,83.01,scattered clouds,Fontainebleau Miami Beach
138,Piney green,US,34.716,-77.3202,78.96,clear sky,Holiday City MHC
